date,prcp,tmean,tmin,tmax,airp,relh,srad,wspd
2019-11-28,2.98,-1.0388,-2.584,1.4301,97.86039,83.75,19.54,1.72
2019-11-29,0.95,2.0591,0.0724,4.7549,97.09503,96.42,27.06,2.44
2019-11-30,1.15,7.2214,4.1529,12.4729,95.22304,76.08,121.54,4.86
2019-12-01,0.0,0.6313,-1.1531,4.2592,96.00369,64.08,55.94,6.13
2019-12-02,0.0,-0.6093,-6.4378,8.5121,97.19875,62.19,120.37,2.21
2019-12-03,0.0,4.9034,-0.5788,15.0064,96.43584,49.66,94.47,2.59
2019-12-04,0.0,6.1593,-0.7637,14.1728,96.55244,59.08,107.89,1.72
2019-12-05,0.0,9.907,4.3388,17.0727,96.32863,51.83,108.54,1.62
2019-12-06,0.0,3.5931,-1.9405,12.4005,97.39985,65.59,116.71,2.8
2019-12-07,0.0,3.1357,-1.8666,13.2481,97.43747,57.38,118.12,3.42
2019-12-08,0.0,7.1988,4.4881,10.3128,96.07757,63.55,54.65,3.82
2019-12-09,0.0,1.4343,-6.1264,8.7712,95.85315,74.95,110.49,2.96
2019-12-10,0.07,-4.4968,-8.0268,0.4067,97.34021,61.14,99.82,1.81
2019-12-11,0.0,1.2794,-4.0949,10.2526,97.64921,48.86,113.35,2.54
2019-12-12,0.0,6.8732,4.4713,11.196,96.81575,56.4,81.43,5.76
2019-12-13,0.0,5.5793,-1.0379,12.7989,96.2432,71.86,93.06,1.84
2019-12-14,0.05,0.6011,-2.9034,7.1515,96.33664,73.07,65.07,2.67
2019-12-15,12.17,-5.4186,-6.2917,-2.8594,96.54056,81.61,23.88,2.96
2019-12-16,0.16,-5.6209,-6.6421,-3.8697,97.03617,88.21,64.27,2.04
2019-12-17,0.0,-7.2932,-11.6426,-0.9285,97.54361,87.34,143.06,1.83
2019-12-18,0.0,-2.5237,-8.0595,5.0017,97.48973,72.01,112.59,2.35
2019-12-19,0.26,4.7656,0.9062,9.9352,97.06989,44.78,117.11,5.69
2019-12-20,0.0,5.7027,3.0132,9.5309,97.19,44.96,101.43,5.25
2019-12-21,0.0,2.5089,-2.802,8.1587,97.52349,71.14,119.65,2.07
2019-12-22,0.0,4.8962,0.3686,14.0,97.24824,76.21,117.91,4.19
2019-12-23,0.0,7.0312,2.0633,15.6538,96.72337,66.45,102.68,4.03
2019-12-24,0.04,10.5574,6.3398,18.1919,96.16446,51.81,80.86,5.09
2019-12-25,0.0,12.8849,9.5575,18.0483,95.63623,45.96,113.23,7.13
2019-12-26,0.0,2.7953,-1.1179,15.0443,96.45307,79.29,30.4,2.57
2019-12-27,0.2,-0.8704,-5.5637,4.529,97.26505,85.94,61.0,1.36
2019-12-28,16.63,8.7828,4.2042,13.0596,95.93093,87.52,7.56,2.95
2019-12-29,4.2,2.9258,-1.498,11.1952,95.2639,87.25,26.85,4.07
2019-12-30,0.28,-0.0529,-1.8347,2.4455,95.92445,68.04,42.5,5.25
2019-12-31,0.0,0.0671,-3.4384,5.655,96.67982,58.74,109.73,3.49
2020-01-01,0.0,3.9296,-0.9365,11.8701,95.70422,57.04,119.55,4.67
2020-01-02,0.0,6.5004,2.5059,11.3789,95.0954,71.32,82.77,2.98
2020-01-03,0.0,2.7769,-2.381,8.1485,96.24204,76.95,120.97,2.38
2020-01-04,0.07,0.6503,-5.2115,7.5917,97.19019,52.02,122.57,2.64
2020-01-05,0.0,5.8343,2.7175,10.4101,97.08871,50.67,125.75,4.45
2020-01-06,0.02,3.087,-1.4024,8.8361,97.2545,54.68,88.88,1.99
2020-01-07,0.01,3.3277,-3.5335,12.7988,97.23055,54.19,123.16,2.5
2020-01-08,0.13,5.0193,-2.9651,14.7167,96.96002,52.4,114.82,3.66
2020-01-09,0.0,10.4056,8.6621,12.6407,95.7939,46.72,103.67,6.79
2020-01-10,14.29,0.8268,-5.3285,10.6523,96.44792,80.3,6.62,4.44
2020-01-11,0.79,-8.721,-12.289,-5.1258,96.89774,84.45,102.04,3.2567182662538703
2020-01-12,0.0,-5.677,-8.698,-1.1952,96.79276,92.74,18.15,3.2567182662538703
2020-01-13,0.48,-0.7438,-3.6916,4.4844,96.76795,67.0629083094556,43.49,3.2567182662538703
2020-01-14,0.0,4.4593,0.9667,7.0588,96.77215,67.0629083094556,178.15412095639945,1.69
2020-01-15,0.0,3.0005,-3.5513,8.182,96.76926,91.95,178.15412095639945,2.81
2020-01-16,0.0,-9.4723,-13.2697,-3.4061,98.69011,65.69,90.14,3.32
2020-01-17,10.96,-2.1863,-6.1816,1.7406,97.50941,83.81,15.3,3.88
2020-01-18,1.46,-0.0452,-6.6784,4.6417,96.88473,70.89,132.86,4.1
2020-01-19,0.0,-6.0034,-10.097,0.0111,98.26159,57.4,133.56,2.17
2020-01-20,0.0,-9.9154,-12.2626,-5.2738,98.54156,64.78,129.84,1.91
2020-01-21,0.0,-9.4117,-14.9871,1.3344,98.15875,73.69,115.11,2.59
2020-01-22,7.08,1.05,-0.4271,2.756,96.50303,86.22,27.67,6.79
2020-01-23,0.45,1.4104,0.241,1.9058,96.22478,67.0629083094556,12.6,3.08
2020-01-24,3.2,-1.5839,-2.312,0.278,96.66071,89.55,35.49,3.07
2020-01-25,0.0,-2.3588,-5.2402,2.1111,96.84602,92.01,85.09,1.12
2020-01-26,0.0,1.8657,-2.2491,11.1951,96.60808,84.02,107.52,1.39
2020-01-27,0.0,2.6385,-1.0891,8.2953,96.64566,79.35,80.88,2.03
2020-01-28,0.0,-0.4016,-1.6526,1.457,96.90944,88.79,17.27,2.53
2020-01-29,1.28,-1.0664,-2.5835,2.4329,97.01484,90.09,65.28,1.32
2020-01-30,0.0,1.3137,0.0413,3.3888,96.97777,81.17,37.73,2.24
2020-01-31,0.0,1.9217,-1.7291,7.0974,96.69896,79.97,104.32,2.84
2020-02-01,0.0,3.4769,-2.9781,14.0941,96.75872,66.57,146.2,2.06
2020-02-02,0.0,11.4544,5.5114,20.6981,96.04144,46.17,154.75,3.1
2020-02-03,0.0,6.9949,0.1957,16.9678,95.36721,66.83,29.86,3.54
2020-02-04,0.03,-1.6233,-3.8063,0.8049,96.51606,66.05,31.62,4.69
2020-02-05,0.0,-3.8076,-5.7163,-1.3957,96.75555,65.18,32.66,3.43
2020-02-06,0.0,-2.8484,-8.3281,4.4282,95.79691,72.32,169.95,1.51
2020-02-07,0.0,0.4387,-1.7844,3.47,95.76595,62.8,114.57,2.19
2020-02-08,0.0,-1.0061,-6.7804,7.7455,96.90333,63.93,165.8,2.33
2020-02-09,0.05,3.9889,0.7815,6.9278,96.32357,65.45,114.61,4.25
2020-02-10,0.0,-0.8132,-5.4749,5.7933,97.13192,66.28,138.17,1.74
2020-02-11,0.0,1.8921,-1.7335,6.8044,97.40273,54.93,119.06,1.38
2020-02-12,5.74,0.6272,-0.7081,3.8583,96.49671,72.32,37.69,2.07
2020-02-13,1.45,-11.2972,-16.6765,0.1308,97.55258,65.91,187.08,3.42
2020-02-14,0.0,-11.2969,-15.5677,-3.1795,97.94494,62.07,120.94,3.42
2020-02-15,0.08,1.6448,-5.6671,9.4927,96.77622,66.82,165.17,3.53
2020-02-16,0.0,5.1146,-1.3337,12.0681,96.74605,69.08,156.57,1.8
2020-02-17,0.0,8.0028,4.4763,15.4512,96.11035,73.67,71.65,2.39
2020-02-18,0.0,1.4315,-3.7392,8.7404,97.37273,62.46,173.05,3.36
2020-02-19,0.0,1.5244,-1.308,5.2448,98.07023,56.93,93.59,2.15
2020-02-20,0.3,-5.1148,-10.1453,-0.4726,98.7867,66.91,199.8,3.55
2020-02-21,0.0,-2.221,-8.6788,7.2104,98.50822,59.94,200.36,3.35
2020-02-22,0.0,4.6345,0.7794,13.3593,97.19081,52.99,140.3,5.74
2020-02-23,0.0,9.4352,5.0935,14.2328,96.49513,64.37,83.75,3.06
2020-02-24,9.41,6.3826,2.1498,12.0378,95.89688,82.33,66.94,3.47
2020-02-25,0.0,2.4497,-1.0696,7.325,96.46679,66.58,61.16,3.38
2020-02-26,0.0,-0.2755,-4.1806,3.5422,97.65943,57.51,210.04,4.19
2020-02-27,0.0,0.887,-4.4444,9.6607,97.1763,59.35,132.77,2.84
2020-02-28,0.0,3.0565,-1.5846,14.3488,97.19047,75.27,175.68,2.72
2020-02-29,0.0,9.5891,2.569,20.5301,96.9385,45.99,204.52,4.14
2020-03-01,0.0,13.4447,8.0207,18.4425,95.75195,40.5,163.18,4.38
2020-03-02,0.0,5.632,0.1441,13.6101,96.17769,58.54,180.12,2.68
2020-03-03,0.0,7.5862,1.3282,15.9909,95.96895,49.79,218.07,2.48
2020-03-04,0.0,9.8712,2.4943,16.2365,96.58497,42.21,186.78,2.36
2020-03-05,0.0,9.1791,4.0482,13.9044,97.10012,37.27,227.18,4.41
2020-03-06,0.0,5.3747,-4.3446,14.1086,98.15996,43.82,224.18,1.99
2020-03-07,0.0,11.2752,5.3951,20.7379,97.40462,28.34,205.96,7.04
2020-03-08,0.0,13.327,8.3678,20.3307,96.59332,42.75,192.59,9.25
2020-03-09,26.12,8.7186,2.1737,14.8461,96.37439,91.63,24.0,5.66
2020-03-10,2.43,2.563,-0.3264,9.7997,97.37369,87.08,114.84,2.19
2020-03-11,0.0,8.7845,3.7262,18.8987,96.71452,80.33,189.97,2.57
2020-03-12,0.0,13.3282,10.3427,17.7031,95.83362,65.0,166.06,4.22
2020-03-13,0.0,5.1782,2.1555,11.3873,97.3874,57.2,60.17,3.23
2020-03-14,7.43,2.2192,0.7976,4.9001,97.55494,87.21,44.78,4.13
2020-03-15,0.0,1.0501,-0.3623,2.3383,98.19272,87.04,44.11,2.95
2020-03-16,3.61,2.7152,1.157,6.4671,97.44663,92.29,62.51,1.47
2020-03-17,0.0,5.3953,3.4338,9.059,96.67233675105486,88.76,84.11,3.2567182662538703
2020-03-18,0.0,11.1005,7.5432,18.6934,96.67233675105486,83.23,143.52,3.2567182662538703
2020-03-19,2.77,17.6222,13.2078,24.8446,96.67233675105486,77.79,210.75,3.2567182662538703
2020-03-20,0.0,2.8827,-5.2467,22.2634,97.39165,59.55,261.2,3.2567182662538703
2020-03-21,0.0,-0.3965,-6.7133,9.9196,98.16324,56.79,227.15,3.2567182662538703
2020-03-22,6.77,4.21,1.7765,7.559,97.12891,84.27,43.43,3.2567182662538703
2020-03-23,0.71,7.1691,1.6602,15.0218,96.88474,87.62,229.42,3.2567182662538703
2020-03-24,0.0,9.1809,7.4739,14.1536,96.37362,87.14,101.9,3.2567182662538703
2020-03-25,0.0,12.460202517482514,7.847813146853157,18.531683356643363,96.67233675105486,67.0629083094556,178.15412095639945,3.2567182662538703
2020-03-26,0.0,13.1228,9.6668,22.694,95.62794,80.66,43.91,3.2567182662538703
2020-03-27,2.4585307346326837,12.460202517482514,7.847813146853157,18.531683356643363,96.67233675105486,67.0629083094556,178.15412095639945,3.2567182662538703
2020-03-28,0.0,11.9198,9.1656,17.8775,95.11269,67.0629083094556,199.77,3.2567182662538703
2020-03-29,0.0,10.4936,4.1938,19.8575,96.41494,55.42,273.36,3.2567182662538703
2020-03-30,0.0,15.5074,7.666,21.2929,97.00738,32.16,200.3,3.2567182662538703
2020-03-31,0.0,12.6673,6.939,19.6961,96.79177,65.39,242.98,3.2567182662538703
2020-04-01,0.05,15.2693,9.4491,23.2708,96.22311,55.19,251.97,3.2567182662538703
2020-04-02,0.0,15.2369,3.4398,19.2155,95.94429,61.09,70.13,3.2567182662538703
2020-04-03,2.19,-1.1459,-4.1802,4.1863,97.03368,82.55,193.86,3.2567182662538703
2020-04-04,0.62,0.6757,-3.446,9.2263,97.26263,73.58,208.53,3.2567182662538703
2020-04-05,0.0,6.3869,1.9374,14.5273,96.84045,73.7,164.61,3.2567182662538703
2020-04-06,0.0,15.5294,10.9413,22.7143,96.22781,74.76,158.82,3.2567182662538703
2020-04-07,0.0,20.4437,15.1537,29.4826,95.85822,66.6,272.89,3.2567182662538703
2020-04-08,0.0,22.5002,12.371,30.1776,95.93177,32.91,282.55,3.2567182662538703
2020-04-09,0.0,10.798,5.0858,20.1464,96.86061,37.96,260.42,3.2567182662538703
2020-04-10,2.4585307346326837,12.460202517482514,7.847813146853157,18.531683356643363,97.12088,67.0629083094556,178.15412095639945,3.2567182662538703
2020-04-11,2.4585307346326837,15.8521,9.9191,27.7337,95.61724,42.88,276.64,7.89
2020-04-12,2.4585307346326837,11.0321,-0.0688,27.0251,95.28168,80.94,35.3,6.69
2020-04-13,2.4585307346326837,0.3134,-5.2522,7.2231,97.12668,54.22,277.54,5.03
2020-04-14,2.4585307346326837,3.7013,-1.1098,10.7283,97.46087,31.57,279.03,3.81
2020-04-15,2.4585307346326837,6.1627,0.4491,13.5573,96.891,39.9,275.11,3.03
2020-04-16,2.4585307346326837,5.9589,2.5942,11.8684,96.82608,60.58,57.18,4.26
2020-04-17,2.4585307346326837,1.9434,-0.4901,8.2969,97.05299,82.12,217.36,3.2567182662538703
2020-04-18,2.4585307346326837,12.460202517482514,7.847813146853157,18.531683356643363,96.67233675105486,67.0629083094556,178.15412095639945,3.2567182662538703
2020-04-19,2.4585307346326837,13.4371,8.9281,19.4574,95.95848,55.45,221.35,3.2567182662538703
2020-04-20,2.4585307346326837,14.2983,9.231,21.066,96.13784,54.41,289.46,3.2567182662538703
2020-04-21,2.4585307346326837,16.1062,9.0791,22.7988,96.55568,35.72,300.11,1.91
2020-04-22,2.4585307346326837,15.4679,13.0324,21.9823,96.12942,61.32,53.87,4.45
2020-04-23,2.4585307346326837,15.8831,10.9876,25.3298,95.67597,74.0,274.28,1.87
2020-04-24,2.4585307346326837,15.2847,11.0951,23.5679,95.7624,72.66,48.44,2.87
2020-04-25,2.4585307346326837,12.5842,8.039,18.5763,96.58576,74.94,246.47,3.26
2020-04-26,2.4585307346326837,14.6232,8.5559,21.4268,97.01567,57.32,250.71,2.58
2020-04-27,2.4585307346326837,18.0607,12.7808,25.6615,96.54132,54.27,294.99,5.56
2020-04-28,2.4585307346326837,18.0086,15.1718,24.0942,96.02405,69.83,137.95,5.02
2020-04-29,2.4585307346326837,13.9015,10.1454,22.2397,96.46944,55.95,247.66,5.9
2020-04-30,2.4585307346326837,15.4729,9.3115,23.3415,96.79294,50.63,324.84,2.05
2020-05-01,2.4585307346326837,20.4874,15.4272,27.978,96.08691,48.12,206.87,5.41
2020-05-02,2.4585307346326837,21.5,14.7104,26.3665,96.29427,56.92,221.73,4.25
2020-05-03,2.4585307346326837,18.8004,13.5111,23.8947,96.60682,45.68,298.07,3.92
2020-05-04,2.4585307346326837,14.7531,10.0104,22.7718,96.25846,64.74,91.06,3.51
2020-05-05,2.4585307346326837,14.332,8.6434,21.5307,96.75857,63.17,335.7,4.12
2020-05-06,2.4585307346326837,13.5746,8.078,20.3909,97.36071,52.42,305.51,3.01
2020-05-07,2.4585307346326837,11.637,9.2835,16.891,97.01113,66.82,77.18,2.97
2020-05-08,2.4585307346326837,10.0974,6.8742,14.7568,97.04039,67.34,345.64,4.4
2020-05-09,2.4585307346326837,11.6375,6.3915,16.4832,97.39739,41.18,239.82,3.07
2020-05-10,2.4585307346326837,9.4351,2.2151,14.9108,97.59757,51.15,345.16,3.72
2020-05-11,2.4585307346326837,7.7525,5.2654,13.9177,97.75669,49.24,68.86,1.52
2020-05-12,2.4585307346326837,6.4696,4.6771,10.7157,97.27585,84.16,105.42,1.73
2020-05-13,2.4585307346326837,11.4409,8.1429,21.3557,96.49768,88.77,126.08,4.16
2020-05-14,2.4585307346326837,21.0579,17.1788,26.4097,95.94558,78.43,206.76,4.32
2020-05-15,2.4585307346326837,17.9311,15.1108,24.2287,96.23701,87.68,145.66,2.94
2020-05-16,2.4585307346326837,18.2805,15.6597,22.6517,96.32847,83.58,167.63,1.77
2020-05-17,2.4585307346326837,16.4851,11.7283,20.0628,96.36684,73.1,204.25,3.63
2020-05-18,2.4585307346326837,15.2624,11.9167,21.6574,96.49952,65.06,259.12,3.76
2020-05-19,2.4585307346326837,14.162,9.3146,21.1756,96.53377,74.45,218.87,2.22
2020-05-20,2.4585307346326837,15.9092,10.6183,20.4054,96.57041,78.2,191.58,1.97
2020-05-21,2.4585307346326837,17.3044,13.2798,21.2281,96.3606,83.67,128.31,2.74
2020-05-22,2.4585307346326837,18.5903,14.3269,23.9641,96.10683,82.5,225.91,3.19
2020-05-23,2.4585307346326837,19.6623,15.3238,27.3831,96.00046,75.44,297.33,3.7
2020-05-24,2.4585307346326837,23.4388,21.2626,26.6984,95.9376,73.32,236.43,4.68
2020-05-25,2.4585307346326837,18.3367,15.8545,24.6563,96.06292,90.13,94.18,2.34
2020-05-26,2.4585307346326837,15.9879,14.5169,18.0958,96.10362,94.93,48.97,2.81
2020-05-27,2.4585307346326837,17.9446,14.4146,21.2273,96.30867,85.22,157.22,1.63
2020-05-28,2.4585307346326837,20.2709,17.4533,26.1925,96.46863,80.14,231.34,2.23
2020-05-29,2.4585307346326837,20.1959,13.4794,25.163,97.16047,49.34,345.28,1.73
2020-05-30,2.4585307346326837,21.7638,16.9935,25.231,97.24259,52.52,264.72,1.74
2020-05-31,2.4585307346326837,20.5871,16.1202,26.7374,97.22289,65.79,282.06,3.62
2020-06-01,2.4585307346326837,23.8278,18.7405,28.9781,96.85458,58.95,328.9,6.31
2020-06-02,0.0,24.747,19.9305,30.4747,96.54702,64.97,318.3,6.29
2020-06-03,0.0,25.7961,21.718,31.3395,96.27212,69.67,278.7,3.88
2020-06-04,12.57,26.4567,17.953,31.668,95.98585,68.53,416.63,3.49
2020-06-05,0.0,26.7763,21.0412,32.6596,96.15709,65.94,325.32,3.05
2020-06-06,0.0,28.0979,23.5044,32.5365,96.41957,65.27,313.7,3.95
2020-06-07,0.0,27.7565,23.3252,31.7951,96.17665,65.57,349.11,5.15
2020-06-08,0.96,26.469,21.617,31.0905,95.85908,65.19,307.04,4.5
2020-06-09,0.0,25.6446,19.4188,31.521,95.10556,71.19,293.89,3.67
2020-06-10,15.52,18.1517,11.7917,28.0044,95.86175,66.21,330.69,4.97
2020-06-11,0.0,22.2308,14.9311,30.6066,97.24775,46.0,353.3,2.65
2020-06-12,0.0,25.5805,20.9419,31.4281,97.33918,46.38,346.69,3.39
2020-06-13,0.0,26.192,20.5376,31.813,96.97282,51.68,343.85,3.86
2020-06-14,0.0,26.4991,19.917,31.931,96.80865,50.41,331.08,5.28
2020-06-15,0.0,25.9739,21.7034,31.8781,96.67233675105486,54.9,261.3,5.0
2020-06-16,0.0,12.460202517482514,7.847813146853157,18.531683356643363,96.67233675105486,67.0629083094556,178.15412095639945,4.48
2020-06-17,0.0,12.460202517482514,7.847813146853157,18.531683356643363,96.60432,67.0629083094556,178.15412095639945,5.57
2020-06-18,0.0,26.7828,21.4101,31.9773,96.28884,61.33,327.47,5.94
2020-06-19,26.14,21.8543,18.3262,30.6144,96.58114,82.06,90.17,2.46
2020-06-20,0.86,21.7595,17.7974,28.0232,96.57646,79.36,313.24,1.41
2020-06-21,0.0,23.2985,20.0693,27.3918,96.26949,79.29,102.8,2.77
2020-06-22,3.09,23.1732,18.6422,28.4618,96.12881,67.54,313.59,2.94
2020-06-23,5.89,20.3148,15.6682,27.6675,96.61573,73.94,327.1,3.2567182662538703
2020-06-24,0.0,23.2726,16.7015,29.093,96.53177,58.27,344.03,3.2567182662538703
2020-06-25,0.0,25.4135,18.1593,32.5943,96.3667,58.17,336.63,3.2567182662538703
2020-06-26,0.0,27.1663,22.5125,32.4438,96.35132,61.96,213.31,3.2567182662538703
2020-06-27,35.78,24.7336,17.8245,31.5346,96.13565,75.6,285.38,3.2567182662538703
2020-06-28,2.93,26.552,22.1093,31.5071,95.60603,77.4,263.4,3.2567182662538703
2020-06-29,0.0,27.0116,23.2455,31.4136,95.5869,75.03,296.89,3.2567182662538703
2020-06-30,0.0,27.4441,23.8144,31.9341,95.64188,76.24,317.5,3.2567182662538703
2020-07-01,0.0,26.3169,20.707,31.4156,95.95607,78.85,287.99,3.2567182662538703
2020-07-02,0.0,25.3502,22.1255,30.1015,96.52508,84.22,280.82,3.2567182662538703
2020-07-03,0.0,24.2941,18.9926,29.2332,96.74005,78.41,229.01,3.2567182662538703
2020-07-04,0.0,25.3337,21.5441,29.7392,96.69928,80.95,289.96,3.2567182662538703
2020-07-05,0.0,12.460202517482514,7.847813146853157,18.531683356643363,96.67233675105486,67.0629083094556,178.15412095639945,3.2567182662538703
2020-07-06,0.0,26.2782,21.1952,30.6886,96.61462,71.48,227.96,3.2567182662538703
2020-07-07,0.0,27.6323,22.4575,32.5656,96.61011,65.25,325.13,3.2567182662538703
2020-07-08,0.0,28.0919,23.49,32.6437,96.29971,62.05,336.87,3.2567182662538703
2020-07-09,26.95,24.7737,17.6107,31.8152,96.19802,69.51,278.94,3.2567182662538703
2020-07-10,0.0,25.9361,21.2272,30.3339,96.7174,63.17,329.3,3.2567182662538703
2020-07-11,0.0,26.6279,22.3217,31.1352,96.6376,71.23,247.21,3.2567182662538703
2020-07-12,0.0,24.8198,18.7464,29.1103,96.63945,66.65,332.23,3.2567182662538703
2020-07-13,0.0,25.5241,19.2562,31.174,96.35241,61.61,341.37,3.2567182662538703
2020-07-14,0.0,25.958,21.794,31.4601,96.1701,74.13,259.0,3.2567182662538703
2020-07-15,2.4585307346326837,12.460202517482514,7.847813146853157,18.531683356643363,96.67233675105486,67.0629083094556,178.15412095639945,3.2567182662538703
2020-07-16,0.0,24.6257,20.9197,29.312,96.76976,77.31,269.25,3.2567182662538703
2020-07-17,0.0,27.3042,23.6751,32.9684,96.6933,74.37,268.93,3.2567182662538703
2020-07-18,0.0,29.4067,25.2044,34.236,96.27349,66.88,290.47,3.2567182662538703
2020-07-19,0.0,27.0285,21.7214,33.0022,96.51255,73.06,282.03,3.2567182662538703
2020-07-20,17.33,23.7535,19.3427,28.2416,96.55421,82.59,179.96,3.2567182662538703
2020-07-21,23.26,22.9796,20.2862,28.2418,96.51799,85.59,185.97,3.2567182662538703
2020-07-22,0.0,26.0489,21.1289,30.3356,96.67682,70.61,294.02,3.2567182662538703
2020-07-23,0.0,27.1874,22.909,31.4834,96.76331,71.18,304.8,2.96
2020-07-24,0.0,27.7452,23.7809,31.7717,96.79077,73.67,301.56,3.23
2020-07-25,0.02,27.8694,23.7384,32.0976,96.68341,71.58,306.03,3.74
2020-07-26,0.0,28.005,23.7499,32.7073,96.66835,70.34,301.51,3.84
2020-07-27,5.87,23.317,21.0448,30.678,96.7886,89.51,156.6,1.87
2020-07-28,1.24,23.958,21.3053,29.2406,96.66754,67.0629083094556,206.7,1.63
2020-07-29,21.72,24.3016,22.1298,28.9745,96.31758,91.16,143.63,2.18
2020-07-30,4.25,22.4763,21.0821,25.3338,96.18666,95.74,100.88,2.4
2020-07-31,10.64,20.9202,18.084,26.2301,96.63307,84.01,181.34,2.29
2020-08-01,0.0,22.4917,17.4662,27.1897,96.69855,70.04,278.71,1.02
2020-08-02,3.62,21.5471,18.1498,26.3039,96.73225,72.71,320.78,2.03
2020-08-03,0.0,20.2824,15.6867,25.0007,97.03542,69.37,300.59,1.89
2020-08-04,0.0,18.9742,13.7803,22.7942,97.11415,61.16,264.24,1.41
2020-08-05,0.0,20.2079,15.5819,26.7525,96.86903,63.85,299.58,3.03
2020-08-06,0.0,22.7982,19.2036,28.7921,96.61427,76.7,212.46,3.29
2020-08-07,0.0,24.7066,21.7145,29.3973,96.48502,82.36,254.91,4.15
2020-08-08,0.0,27.4025,23.3828,34.0518,96.42899,74.99,303.78,4.4
2020-08-09,0.41,27.1445,22.0588,33.1628,96.38246,68.86,211.26,4.95
2020-08-10,0.37,26.8365,24.2716,30.3598,96.37473,70.45,199.58,3.65
2020-08-11,0.0,25.7146,21.1059,31.8095,96.5109,77.96,254.56,1.42
2020-08-12,0.0,24.5292,20.4131,29.9379,96.57909,80.92,177.76,2.6
2020-08-13,0.0,24.9097,19.7399,30.7832,96.55134,76.89,263.1,1.89
2020-08-14,0.17,26.1234,20.4527,32.109,96.48911,76.04,281.3,2.43
2020-08-15,0.0,26.5484,22.3174,30.6322,96.71802,69.02,295.13,2.35
2020-08-16,1.73,22.0603,18.2183,26.9008,97.04389,65.58,135.28,2.0
2020-08-17,10.96,22.4189,16.8374,28.9003,97.17928,72.76,306.91,1.91
2020-08-18,0.0,22.9503,18.0264,27.2924,97.10632,65.98,234.53,0.91
2020-08-19,0.0,22.0782,15.8439,27.6931,96.89103,64.36,300.94,1.79
2020-08-20,0.0,23.1459,17.3179,29.5602,96.56747,61.68,295.96,2.85
2020-08-21,0.0,24.4548,19.0875,30.1357,96.31634,61.54,283.94,3.15
2020-08-22,0.0,25.2541,19.7602,31.7208,96.39754,61.57,278.57,2.57
2020-08-23,0.0,26.7001,20.8409,33.2923,96.55985,54.7,278.39,3.12
2020-08-24,0.0,27.3477,21.4005,33.4725,96.76802,53.29,284.83,3.09
2020-08-25,0.0,27.3848,22.0402,33.487,96.73459,53.28,276.72,3.39
2020-08-26,0.0,27.5235,22.6047,33.6365,96.4938,53.67,282.94,3.3
2020-08-27,0.0,26.0335,19.6736,32.998,96.24621,66.97,273.97,3.28
2020-08-28,0.0,27.6333,21.7579,34.3517,96.01967,65.33,271.4,2.02
2020-08-29,24.3,23.3469,18.2915,32.7258,96.44277,71.48,180.41,2.28
2020-08-30,0.09,21.9411,15.6279,28.4156,96.13855,70.64,252.47,1.94
2020-08-31,0.0,22.0743,17.2672,26.2651,95.87098,79.38,181.98,3.69
2020-09-01,3.07,21.0865,18.0173,26.7822,96.07908,83.71,139.54,1.84
2020-09-02,0.0,23.9276,18.228,29.1812,96.28448,73.4,221.78,1.42
2020-09-03,0.0,23.1989,19.9048,27.295,96.39523,68.8,267.89,3.19
2020-09-04,0.0,21.2896,13.1431,29.4459,97.13917,45.75,270.07,1.53
2020-09-05,0.0,25.838,20.5509,33.0523,97.32074,66.05,254.59,2.4
2020-09-06,0.0,28.0051,22.5795,34.8324,96.57846,59.12,247.2,5.77
2020-09-07,0.0,26.5166,18.9246,34.4422,95.92474,61.57,233.54,3.53
2020-09-08,0.62,14.1694,7.98,32.2447,96.43787,82.31,31.26,5.23
2020-09-09,10.22,7.8946,6.8159,9.6719,97.32916,96.0,35.09,4.29
2020-09-10,19.33,9.806,7.9296,12.9816,97.63407,94.51,79.17,2.87
2020-09-11,0.79,12.3949,10.9818,15.3008,97.32333,67.0629083094556,69.26,1.2
2020-09-12,0.0,16.5399,12.2353,22.972,96.63367,83.92,240.52,1.88
2020-09-13,0.0,20.0298,13.5612,26.302,96.99659,64.49,259.64,1.01
2020-09-14,0.0,20.107,14.719,25.1233,97.50583,67.25,246.88,1.73
2020-09-15,0.0,20.3465,14.9093,27.2732,97.32479,74.03,217.68,1.48
2020-09-16,0.0,21.7606,16.9907,28.1982,96.92093,67.34,219.41,1.72
2020-09-17,0.0,18.5907,12.8203,26.5697,97.20668,68.91,201.56,1.79
2020-09-18,0.0,16.2982,11.3358,22.5367,97.4292,70.37,211.89,1.51
2020-09-19,0.03,17.2948,12.1634,23.8763,97.35808,70.56,193.97,2.84
2020-09-20,0.07,17.8978,12.2428,24.4631,97.21078,66.33,203.32,3.71
2020-09-21,0.0,19.0739,13.6426,26.4961,97.26527,67.79,215.61,2.71
2020-09-22,0.0,19.5384,15.6327,24.4404,97.08945,71.22,158.38,2.61
2020-09-23,0.0,20.2143,18.244,24.1794,96.79787,79.47,107.58,2.24
2020-09-24,0.0,20.976,15.6478,29.4704,96.34171,73.13,218.45,3.21
2020-09-25,0.03,23.6706,18.2601,32.0704,96.02453,66.45,222.56,4.58
2020-09-26,0.0,25.6047,20.0657,33.6629,95.73424,59.86,201.96,6.19
2020-09-27,20.37,19.3929,11.1163,28.5515,96.04106,69.94,26.59,3.79
2020-09-28,0.0,13.016,7.6968,19.9877,96.84448,66.71,199.13,2.38
